rfp_id,full_spec,level1_spec,level2_spec,level3_spec
RFP_5908,Fire Survival 440V 3C 25 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival Cu Mineral (MI) armoured cable as per BS 6387,Cu Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_5909,FR 300V 2C 1 sqmm Cu PVC armoured cable as per BS 5308-1,300V PVC armoured cable as per BS 5308-1,armoured cable as per BS 5308-1,cable as per BS 5308-1
RFP_5910,LSZH 600V 3.5C 25 sqmm Cu XLPE armoured cable as per IS 694,LSZH 600V 3. Cu cable as per IS 694,600V 3. Cu cable,3. Cu cable
RFP_5911,FR 1.1kV 1C 800 sqmm Cu XLPE armoured cable as per IS 1554,1.1kV 800 sqmm Cu XLPE cable,Cu XLPE cable,XLPE cable
RFP_5912,FRLS 1.1kV 6C 6 sqmm Cu XLPE armoured cable as per IS 1554,FRLS XLPE armoured cable as per IS 1554,FRLS armoured cable,armoured cable
RFP_5913,LSZH 1.1kV 3C 2.5 sqmm Cu PVC armoured cable as per IS 1554,LSZH 2.5 sqmm PVC armoured cable,LSZH PVC cable,LSZH cable
RFP_5914,Fire Survival 1.1kV 4C 6 sqmm Cu Mineral (MI) armoured cable as per IS 17048,Fire Survival 4C Mineral (MI) armoured cable as per IS 17048,Fire Survival Mineral (MI) cable as per IS 17048,Mineral (MI) cable as per IS 17048
RFP_5915,ZH 400kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,ZH 1C armoured cable as per IEC 62067,ZH 1C cable,ZH cable
RFP_5916,Fire Survival 1.1kV 1C 50 sqmm Cu XLPE armoured cable as per IEC 60331,Fire Survival 1C Cu XLPE cable,Fire Survival 1C cable,1C cable
RFP_5917,LSZH 500V 8C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,8C 0.75 sqmm XLPE armoured cable,0.75 sqmm XLPE cable,0.75 sqmm cable
RFP_5918,FRLS 440V 14C 1.5 sqmm Cu PVC armoured cable as per IS 1554,FRLS 14C PVC cable as per IS 1554,FRLS PVC cable,PVC cable
RFP_5919,LSZH 440V 4C 1 sqmm Cu PVC armoured cable as per IEC 60245,4C 1 sqmm Cu PVC cable,1 sqmm PVC cable,1 sqmm cable
RFP_5920,500V 14C 4 sqmm Cu XLPE armoured cable as per IS 1554,500V Cu XLPE armoured cable,Cu XLPE cable,Cu cable
RFP_5921,500V 3C 50 sqmm Al PVC armoured cable as per IS 1554,500V PVC armoured cable as per IS 1554,PVC cable as per IS 1554,cable as per IS 1554
RFP_5922,FR 500V 1C 25 sqmm Cu PVC armoured cable as per IEC 60245,FR 500V 1C 25 sqmm cable,500V 25 sqmm cable,500V cable
RFP_5923,LSZH 1.1kV 8C 2.5 sqmm Cu PVC armoured cable as per IS 1554,LSZH 1.1kV 8C cable as per IS 1554,8C cable as per IS 1554,cable as per IS 1554
RFP_5924,FRLS 220kV 1C 240 sqmm Al XLPE armoured cable as per IEC 62067,FRLS 1C 240 sqmm Al cable,240 sqmm Al cable,Al cable
RFP_5925,132kV 1C 500 sqmm Al XLPE armoured cable as per IEC 60840,Al XLPE armoured cable as per IEC 60840,Al XLPE cable,XLPE cable
RFP_5926,LSZH 33kV 1C 70 sqmm Al XLPE armoured cable as per IEC 60502-2,LSZH 1C XLPE armoured cable,1C XLPE cable,XLPE cable
RFP_5927,FRLS 440V 3C 1 sqmm Cu PVC armoured cable as per IS 694,440V Cu PVC cable as per IS 694,440V Cu cable,Cu cable
RFP_5928,LSZH 500V 8C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1,LSZH 500V Cu cable as per BS 5308-1,LSZH 500V cable,500V cable
RFP_5929,LSZH 500V 6C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 500V 6C armoured cable,LSZH 6C cable,6C cable
RFP_5930,500V 8C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 8C armoured cable as per IEC 60502-1,armoured cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_5931,FRLS 1.1kV 16C 4 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 1.1kV 16C armoured cable,1.1kV armoured cable,1.1kV cable
RFP_5932,FR 500V 3C 10 sqmm Cu PVC armoured cable as per IEC 60245,500V Cu PVC armoured cable,PVC armoured cable,armoured cable
RFP_5933,LSZH 500V 4C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 6 sqmm Cu cable as per IEC 60502-1,LSZH Cu cable,LSZH cable
RFP_5934,FRLS 1.1kV 4C 0.5 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS 1.1kV PVC cable as per IEC 60502-1,FRLS cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_5935,3.3kV 3C 300 sqmm Cu EPR armoured cable as per IEC 60502-1,3.3kV 3C EPR cable as per IEC 60502-1,3.3kV 3C cable,3C cable
RFP_5936,FR 440V 1C 2.5 sqmm Al PVC armoured cable as per IS 694,440V 1C armoured cable as per IS 694,armoured cable as per IS 694,armoured cable
RFP_5937,LSZH 440V 10C 4 sqmm Cu XLPE armoured cable as per IS 694,LSZH 440V 10C XLPE cable,LSZH 10C cable,LSZH cable
RFP_5938,FRLS 33kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-2,FRLS 33kV 3C 95 sqmm cable,FRLS 33kV cable,FRLS cable
RFP_5939,LSZH 440V 4C 1 sqmm Cu XLPE armoured cable as per IS 694,LSZH 4C XLPE armoured cable,4C XLPE cable,XLPE cable
RFP_5940,FR 600V 4C 240 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 4C Cu armoured cable,4C armoured cable,armoured cable
RFP_5941,Fire Survival 1.1kV 1C 16 sqmm Cu XLPE armoured cable as per IS 17048,Cu XLPE armoured cable as per IS 17048,XLPE cable as per IS 17048,XLPE cable
RFP_5942,LSZH 300V 1C 0.5 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH PVC armoured cable as per BS 5308-1,armoured cable as per BS 5308-1,armoured cable
RFP_5943,ZH 600V 4C 120 sqmm Cu PVC armoured cable as per IS 694,4C PVC armoured cable as per IS 694,4C PVC cable,4C cable
RFP_5944,FRLS 1.1kV 3C 16 sqmm Al PVC armoured cable as per IS 1554,FRLS 1.1kV 16 sqmm armoured cable,16 sqmm armoured cable,16 sqmm cable
RFP_5945,FRLS 132kV 1C 300 sqmm Al XLPE armoured cable as per IEC 60840,FRLS 1C 300 sqmm armoured cable,1C 300 sqmm cable,300 sqmm cable
RFP_5946,FR 500V 16C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,16C 1 sqmm XLPE cable as per BS 5308-1,XLPE cable as per BS 5308-1,cable as per BS 5308-1
RFP_5947,400kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,400kV 300 sqmm armoured cable as per IEC 62067,400kV 300 sqmm cable,300 sqmm cable
RFP_5948,440V 3C 25 sqmm Cu PVC armoured cable as per IS 9968,440V 25 sqmm Cu armoured cable,25 sqmm Cu cable,25 sqmm cable
RFP_5949,500V 8C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 8C 1.5 sqmm PVC cable,500V 1.5 sqmm cable,500V cable
RFP_5950,500V 3C 2.5 sqmm Al XLPE armoured cable as per IEC 60502-1,500V 2.5 sqmm armoured cable as per IEC 60502-1,500V 2.5 sqmm cable,500V cable
RFP_5951,FR 600V 4C 120 sqmm Al PVC armoured cable as per IEC 60502-1,FR 120 sqmm armoured cable as per IEC 60502-1,FR cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_5952,LSZH 440V 27C 6 sqmm Cu XLPE armoured cable as per IS 1554,440V 6 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_5953,500V 4C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,500V 4C 2.5 sqmm Cu cable,500V Cu cable,Cu cable
RFP_5954,Fire Survival 440V 4C 1.5 sqmm Cu XLPE armoured cable as per BS 6387,440V 4C XLPE cable as per BS 6387,4C XLPE cable,4C cable
RFP_5955,Fire Survival 440V 3C 4 sqmm Cu XLPE armoured cable as per BS 6387,440V 4 sqmm Cu cable as per BS 6387,4 sqmm Cu cable,Cu cable
RFP_5956,FRLS 1.1kV 5C 1 sqmm Cu XLPE armoured cable as per IS 9968,1.1kV 5C armoured cable as per IS 9968,1.1kV armoured cable,armoured cable
RFP_5957,FR 500V 3C 630 sqmm Al XLPE armoured cable as per IS 694,FR 500V 3C 630 sqmm cable,FR 3C cable,3C cable
RFP_5958,FRLS 440V 8C 4 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 8C XLPE cable as per IS 1554,FRLS XLPE cable,FRLS cable
RFP_5959,FRLS 220kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 62067,FRLS 1C 1000 sqmm cable as per IEC 62067,1C cable as per IEC 62067,1C cable
RFP_5960,FR 500V 4C 4 sqmm Cu PVC armoured cable as per IEC 60245,FR 4 sqmm PVC cable as per IEC 60245,FR cable as per IEC 60245,FR cable
RFP_5961,1.1kV 24C 0.5 sqmm Cu XLPE armoured cable as per BS 5308-1,1.1kV 0.5 sqmm XLPE cable as per BS 5308-1,0.5 sqmm cable as per BS 5308-1,cable as per BS 5308-1
RFP_5962,FR 500V 8C 4 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 8C PVC cable as per IEC 60502-1,8C PVC cable,PVC cable
RFP_5963,FRLS 3.3kV 3C 300 sqmm Cu EPR armoured cable as per IS 7098-1,FRLS Cu EPR armoured cable,EPR armoured cable,EPR cable
RFP_5964,400kV 1C 400 sqmm Al XLPE armoured cable as per IEC 62067,1C 400 sqmm Al XLPE cable,1C 400 sqmm cable,400 sqmm cable
RFP_5965,FRLS 440V 3C 150 sqmm Al PVC armoured cable as per IS 1554,440V 150 sqmm Al cable as per IS 1554,440V cable as per IS 1554,440V cable
RFP_5966,FRLS 500V 6C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS 6C PVC armoured cable,FRLS 6C cable,FRLS cable
RFP_5967,LSZH 440V 2C 6 sqmm Cu PVC armoured cable as per IS 9968,LSZH 2C Cu cable as per IS 9968,Cu cable as per IS 9968,Cu cable
RFP_5968,FR 110kV 1C 800 sqmm Al XLPE armoured cable as per IEC 60840,FR 1C 800 sqmm Al cable,FR Al cable,Al cable
RFP_5969,LSZH 500V 4C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,LSZH 1.5 sqmm armoured cable as per IEC 60502-1,LSZH cable as per IEC 60502-1,LSZH cable
RFP_5970,FRLS 500V 8C 2.5 sqmm Cu PVC armoured cable as per IS 1554,FRLS 2.5 sqmm Cu PVC cable,2.5 sqmm PVC cable,PVC cable
RFP_5971,ZH 6.6kV 3C 50 sqmm Cu EPR armoured cable as per IEC 60502-1,ZH 6.6kV Cu cable as per IEC 60502-1,ZH Cu cable,Cu cable
RFP_5972,LSZH 22kV 3C 50 sqmm Al XLPE armoured cable as per IS 7098-2,3C Al XLPE cable as per IS 7098-2,3C XLPE cable,3C cable
RFP_5973,LSZH 6.6kV 3C 150 sqmm Cu XLPE armoured cable as per IS 7098-1,LSZH 6.6kV XLPE armoured cable,6.6kV XLPE cable,6.6kV cable
RFP_5974,ZH 600V 2C 300 sqmm Cu PVC armoured cable as per IS 694,600V 2C 300 sqmm PVC cable,2C 300 sqmm cable,2C cable
RFP_5975,Fire Survival 1.1kV 4C 25 sqmm Cu XLPE armoured cable as per IS 17048,Fire Survival 4C 25 sqmm armoured cable,Fire Survival 4C cable,4C cable
RFP_5976,ZH 3.3kV 1C 150 sqmm Cu XLPE armoured cable as per IEC 60502-1,ZH 1C XLPE cable as per IEC 60502-1,ZH cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_5977,FR 440V 1C 6 sqmm Cu XLPE armoured cable as per IS 694,6 sqmm Cu XLPE armoured cable,Cu XLPE cable,XLPE cable
RFP_5978,ZH 66kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840,66kV 1C XLPE armoured cable,66kV XLPE cable,66kV cable
RFP_5979,500V 3C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,6 sqmm PVC armoured cable as per IEC 60502-1,6 sqmm armoured cable,6 sqmm cable
RFP_5980,FRLS 1.1kV 2C 6 sqmm Cu XLPE armoured cable as per IS 9968,1.1kV 2C XLPE armoured cable,2C XLPE cable,XLPE cable
RFP_5981,Fire Survival 440V 4C 25 sqmm Cu XLPE armoured cable as per BS 6387,440V Cu XLPE armoured cable,Cu armoured cable,armoured cable
RFP_5982,LSZH 1.1kV 5C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,1.1kV 5C 1 sqmm armoured cable,5C armoured cable,armoured cable
RFP_5983,FR 500V 8C 6 sqmm Cu PVC armoured cable as per IEC 60502-1,6 sqmm Cu armoured cable as per IEC 60502-1,6 sqmm Cu cable,Cu cable
RFP_5984,FRLS 132kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840,132kV 185 sqmm XLPE armoured cable,132kV armoured cable,armoured cable
RFP_5985,FRLS 1.1kV 12C 4 sqmm Cu PVC armoured cable as per IEC 60502-1,FRLS 1.1kV 4 sqmm armoured cable,FRLS 1.1kV cable,FRLS cable
RFP_5986,FR 1.1kV 5C 1.5 sqmm Cu XLPE armoured cable as per BS 5308,1.1kV 5C Cu armoured cable,1.1kV armoured cable,1.1kV cable
RFP_5987,FR 440V 4C 16 sqmm Cu XLPE armoured cable as per IS 694,4C 16 sqmm Cu cable as per IS 694,4C cable as per IS 694,4C cable
RFP_5988,FR 1.1kV 8C 0.5 sqmm Cu PVC armoured cable as per IS 1554,1.1kV 0.5 sqmm PVC armoured cable,1.1kV 0.5 sqmm cable,0.5 sqmm cable
RFP_5989,FR 440V 3C 0.75 sqmm Cu XLPE armoured cable as per IEC 60245,3C 0.75 sqmm Cu armoured cable,3C 0.75 sqmm cable,0.75 sqmm cable
RFP_5990,LSZH 1.1kV 8C 1 sqmm Cu PVC armoured cable as per IS 1554,LSZH Cu PVC armoured cable,Cu armoured cable,armoured cable
RFP_5991,FRLS 1.1kV 2C 1 sqmm Cu PVC armoured cable as per IS 1554,FRLS 1.1kV 2C PVC cable,FRLS 2C cable,FRLS cable
RFP_5992,440V 1C 2.5 sqmm Cu PVC armoured cable as per IS 9968,1C Cu armoured cable as per IS 9968,1C cable as per IS 9968,1C cable
RFP_5993,ZH 1.1kV 2C 16 sqmm Cu EPR armoured cable as per IS 1554,ZH 16 sqmm armoured cable as per IS 1554,ZH 16 sqmm cable,16 sqmm cable
RFP_5994,FRLS 500V 2C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 1.5 sqmm Cu armoured cable,500V armoured cable,500V cable
RFP_5995,Fire Survival 1.1kV 3C 4 sqmm Cu XLPE armoured cable as per IS 17048,1.1kV 4 sqmm Cu cable as per IS 17048,1.1kV cable as per IS 17048,cable as per IS 17048
RFP_5996,LSZH 6.6kV 3C 150 sqmm Al EPR armoured cable as per IS 7098-1,6.6kV 3C EPR cable as per IS 7098-1,3C cable as per IS 7098-1,cable as per IS 7098-1
RFP_5997,FR 500V 14C 1.5 sqmm Cu XLPE armoured cable as per IS 1554,FR 500V Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_5998,ZH 66kV 1C 240 sqmm Cu XLPE armoured cable as per IEC 60840,ZH 66kV 1C XLPE cable,66kV XLPE cable,XLPE cable
RFP_5999,Fire Survival 1.1kV 2C 4 sqmm Cu Mineral (MI) armoured cable as per IS 17048,Fire Survival 2C 4 sqmm Mineral (MI) cable as per IS 17048,2C Mineral (MI) cable as per IS 17048,Mineral (MI) cable as per IS 17048
RFP_6000,FRLS 500V 24C 6 sqmm Cu PVC armoured cable as per IS 1554,FRLS 500V PVC armoured cable,500V PVC cable,500V cable
RFP_6001,500V 8C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 1.5 sqmm armoured cable as per BS 5308-1,armoured cable as per BS 5308-1,cable as per BS 5308-1
RFP_6002,ZH 110kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840,110kV XLPE armoured cable as per IEC 60840,110kV cable as per IEC 60840,110kV cable
RFP_6003,ZH 220kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067,220kV XLPE armoured cable as per IEC 62067,220kV XLPE cable,220kV cable
RFP_6004,LSZH 440V 3.5C 95 sqmm Cu XLPE armoured cable as per IS 694,3.5C 95 sqmm XLPE cable as per IS 694,3.5C cable as per IS 694,3. cable as per IS 694
RFP_6005,FR 500V 4C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FR 500V 2.5 sqmm armoured cable,FR armoured cable,FR cable
RFP_6006,500V 12C 2.5 sqmm Cu XLPE armoured cable as per IS 1554,500V Cu armoured cable as per IS 1554,500V Cu cable,Cu cable
RFP_6007,ZH 500V 3C 2.5 sqmm Al PVC armoured cable as per IS 694,ZH 500V PVC cable as per IS 694,500V PVC cable,PVC cable
RFP_6008,LSZH 500V 3C 120 sqmm Cu XLPE armoured cable as per IS 694,LSZH 3C XLPE cable as per IS 694,3C XLPE cable,3C cable
RFP_6009,Fire Survival 440V 3C 95 sqmm Cu Mineral (MI) armoured cable as per BS 6387,Fire Survival 95 sqmm Cu Mineral (MI) cable as per BS 6387,Fire Survival Mineral (MI) cable as per BS 6387,Fire Survival Mineral (MI) cable
RFP_6010,ZH 1.1kV 5C 16 sqmm Cu PVC armoured cable as per IS 9968,ZH 1.1kV 5C 16 sqmm cable,1.1kV 5C cable,5C cable
RFP_6011,FRLS 1.1kV 10C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,10C 0.75 sqmm XLPE cable as per BS 5308-1,0.75 sqmm XLPE cable,XLPE cable
RFP_6012,Fire Survival 1.1kV 4C 4 sqmm Cu Mineral (MI) armoured cable as per IS 17048,Fire Survival 1.1kV 4 sqmm Cu Mineral (MI) cable,Fire Survival 4 sqmm Mineral (MI) cable,4 sqmm Mineral (MI) cable
RFP_6013,Fire Survival 1.1kV 1C 70 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,1.1kV 1C Cu Mineral (MI) armoured cable,1.1kV 1C Mineral (MI) cable,1C Mineral (MI) cable
RFP_6014,LSZH 66kV 1C 500 sqmm Cu XLPE armoured cable as per IS 7098-3,LSZH 500 sqmm Cu XLPE cable,Cu XLPE cable,Cu cable
RFP_6015,LSZH 1.1kV 16C 1.5 sqmm Cu PVC armoured cable as per BS 5308,Cu PVC armoured cable as per BS 5308,armoured cable as per BS 5308,armoured cable
RFP_6016,FRLS 1.1kV 19C 6 sqmm Cu PVC armoured cable as per BS 5308,FRLS 19C PVC armoured cable,19C armoured cable,19C cable
RFP_6017,FR 1.1kV 6C 4 sqmm Cu PVC armoured cable as per IS 1554,FR 4 sqmm armoured cable as per IS 1554,FR cable as per IS 1554,cable as per IS 1554
RFP_6018,FRLS 500V 3.5C 1000 sqmm Al XLPE armoured cable as per IS 1554,500V 3. 1000 sqmm XLPE cable as per IS 1554,500V 3. 1000 sqmm cable,3. 1000 sqmm cable
RFP_6019,FRLS 500V 14C 1 sqmm Cu XLPE armoured cable as per IS 1554,500V 1 sqmm armoured cable as per IS 1554,1 sqmm cable as per IS 1554,1 sqmm cable
RFP_6020,LSZH 1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH 2.5 sqmm Cu armoured cable,LSZH 2.5 sqmm cable,LSZH cable
RFP_6021,ZH 6.6kV 3C 185 sqmm Al XLPE armoured cable as per IEC 60502-1,6.6kV 3C Al XLPE cable,Al XLPE cable,Al cable
RFP_6022,FR 110kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840,FR 1C Cu armoured cable,1C armoured cable,armoured cable
RFP_6023,FRLS 1.1kV 30C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,Cu PVC armoured cable as per IEC 60502-1,PVC armoured cable,PVC cable
RFP_6024,FR 110kV 1C 500 sqmm Al XLPE armoured cable as per IEC 60840,FR 110kV 1C Al cable,FR 110kV cable,110kV cable
RFP_6025,500V 4C 10 sqmm Cu PVC armoured cable as per IS 694,500V 4C PVC cable as per IS 694,4C PVC cable,PVC cable
RFP_6026,Fire Survival 1.1kV 4C 70 sqmm Cu XLPE armoured cable as per BS 6387,1.1kV Cu XLPE armoured cable,Cu XLPE cable,Cu cable
RFP_6027,LSZH 33kV 3C 50 sqmm Al XLPE armoured cable as per IS 7098-2,LSZH 50 sqmm Al XLPE cable,50 sqmm Al cable,50 sqmm cable
RFP_6028,ZH 500V 1C 240 sqmm Cu PVC armoured cable as per IEC 60502-1,500V 1C 240 sqmm cable as per IEC 60502-1,500V 1C cable,500V cable
RFP_6029,FR 500V 4C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1,500V 0.75 sqmm Cu armoured cable,500V Cu cable,Cu cable
RFP_6030,FRLS 3.3kV 1C 185 sqmm Cu EPR armoured cable as per IS 7098-1,1C 185 sqmm Cu EPR cable,185 sqmm Cu cable,Cu cable
RFP_6031,ZH 110kV 1C 500 sqmm Cu XLPE armoured cable as per IEC 60840,1C Cu XLPE armoured cable,1C Cu cable,Cu cable
RFP_6032,300V 4C 0.5 sqmm Cu PVC armoured cable as per IEC 60502-1,0.5 sqmm PVC armoured cable as per IEC 60502-1,0.5 sqmm PVC cable,0.5 sqmm cable
RFP_6033,ZH 11kV 3C 150 sqmm Al EPR armoured cable as per IS 7098-1,ZH 3C Al armoured cable,ZH 3C cable,3C cable
RFP_6034,ZH 6.6kV 1C 240 sqmm Al XLPE armoured cable as per IS 7098-1,240 sqmm XLPE armoured cable as per IS 7098-1,240 sqmm armoured cable,240 sqmm cable
RFP_6035,FR 440V 2C 4 sqmm Cu PVC armoured cable as per IS 694,440V 4 sqmm PVC cable as per IS 694,4 sqmm cable as per IS 694,cable as per IS 694
RFP_6036,FRLS 600V 2C 1.5 sqmm Al PVC armoured cable as per IS 694,2C Al armoured cable as per IS 694,Al armoured cable,armoured cable
RFP_6037,440V 2C 2.5 sqmm Cu PVC armoured cable as per IS 694,2C PVC armoured cable as per IS 694,PVC armoured cable,PVC cable
RFP_6038,FR 500V 24C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,FR 24C PVC armoured cable,PVC armoured cable,armoured cable
RFP_6039,LSZH 500V 16C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1,16C PVC armoured cable as per IEC 60502-1,PVC cable as per IEC 60502-1,PVC cable
RFP_6040,FR 440V 5C 35 sqmm Cu XLPE armoured cable as per IS 694,5C Cu XLPE cable as per IS 694,XLPE cable as per IS 694,cable as per IS 694
RFP_6041,LSZH 300V 8C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,8C Cu armoured cable as per IEC 60502-1,Cu armoured cable,Cu cable
RFP_6042,FR 440V 8C 1 sqmm Cu PVC armoured cable as per IS 694,440V 8C armoured cable as per IS 694,8C armoured cable,armoured cable
RFP_6043,FR 440V 2C 25 sqmm Cu XLPE armoured cable as per IEC 60502-1,2C Cu XLPE armoured cable,Cu armoured cable,Cu cable
RFP_6044,LSZH 500V 6C 4 sqmm Cu XLPE armoured cable as per IS 1554,LSZH 6C Cu armoured cable,LSZH Cu cable,LSZH cable
RFP_6045,FRLS 500V 12C 1 sqmm Cu XLPE armoured cable as per IS 1554,FRLS 1 sqmm Cu cable as per IS 1554,1 sqmm Cu cable,Cu cable
RFP_6046,FRLS 440V 27C 1.5 sqmm Cu XLPE armoured cable as per IS 694,440V 1.5 sqmm XLPE cable as per IS 694,440V cable as per IS 694,cable as per IS 694
RFP_6047,ZH 500V 3C 2.5 sqmm Cu PVC armoured cable as per IS 694,ZH 500V Cu PVC cable,ZH PVC cable,PVC cable
RFP_6048,Fire Survival 1.1kV 3C 95 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,95 sqmm Cu Mineral (MI) armoured cable as per IEC 60331,95 sqmm Mineral (MI) armoured cable,Mineral (MI) armoured cable
RFP_6049,FRLS 132kV 1C 500 sqmm Al XLPE armoured cable as per IEC 60840,500 sqmm Al XLPE cable as per IEC 60840,Al XLPE cable,XLPE cable
RFP_6050,FR 300V 20C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1,300V 20C 1.5 sqmm cable as per BS 5308-1,20C cable as per BS 5308-1,20C cable
RFP_6051,FRLS 1.1kV 6C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 2.5 sqmm Cu cable as per IEC 60502-1,FRLS 2.5 sqmm cable,2.5 sqmm cable
RFP_6052,LSZH 300V 10C 1 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH 1 sqmm Cu PVC cable,Cu PVC cable,PVC cable
RFP_6053,Fire Survival 440V 1C 16 sqmm Cu Mineral (MI) armoured cable as per BS 6387,1C 16 sqmm Cu Mineral (MI) cable as per BS 6387,1C 16 sqmm Mineral (MI) cable,16 sqmm Mineral (MI) cable
RFP_6054,FRLS 1.1kV 1C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1,FRLS 1.1kV XLPE cable as per IEC 60502-1,FRLS cable as per IEC 60502-1,cable as per IEC 60502-1
RFP_6055,110kV 1C 240 sqmm Cu XLPE armoured cable as per IEC 60840,110kV 240 sqmm XLPE cable as per IEC 60840,XLPE cable as per IEC 60840,XLPE cable
RFP_6056,ZH 132kV 1C 630 sqmm Al XLPE armoured cable as per IEC 60840,ZH 132kV 630 sqmm Al cable,ZH 630 sqmm cable,ZH cable
RFP_6057,LSZH 500V 20C 1 sqmm Cu PVC armoured cable as per BS 5308-1,LSZH 500V 1 sqmm PVC cable,LSZH PVC cable,LSZH cable
RFP_6058,FRLS 500V 7C 1 sqmm Cu PVC armoured cable as per IS 1554,FRLS 500V Cu cable as per IS 1554,FRLS Cu cable,Cu cable
RFP_6059,LSZH 600V 3.5C 300 sqmm Al PVC armoured cable as per IEC 60502-1,600V 3.5C 300 sqmm armoured cable,3. 300 sqmm armoured cable,3. armoured cable
RFP_6060,66kV 1C 1000 sqmm Cu XLPE armoured cable as per IS 7098-3,66kV 1C Cu armoured cable,66kV Cu cable,Cu cable
RFP_6061,FRLS 300V 16C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1,300V Cu XLPE cable as per BS 5308-1,300V XLPE cable,XLPE cable
RFP_6062,ZH 66kV 1C 240 sqmm Cu XLPE armoured cable as per IS 7098-3,66kV 1C 240 sqmm cable as per IS 7098-3,240 sqmm cable as per IS 7098-3,cable as per IS 7098-3
RFP_6063,1.1kV 12C 2.5 sqmm Cu PVC armoured cable as per IS 1554,1.1kV 12C 2.5 sqmm PVC cable,1.1kV PVC cable,PVC cable
RFP_6064,Fire Survival 440V 3C 95 sqmm Cu XLPE armoured cable as per BS 6387,440V 95 sqmm Cu armoured cable,440V 95 sqmm cable,95 sqmm cable
RFP_6065,FR 500V 3C 185 sqmm Cu XLPE armoured cable as per IS 694,500V 185 sqmm Cu armoured cable,Cu armoured cable,Cu cable
RFP_6066,FRLS 300V 16C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,FRLS 300V 1 sqmm armoured cable,FRLS armoured cable,FRLS cable
RFP_6067,500V 3.5C 120 sqmm Al PVC armoured cable as per IS 694,500V 3.5C PVC armoured cable,500V 3. armoured cable,3. armoured cable
RFP_6068,LSZH 300V 16C 1 sqmm Cu PVC armoured cable as per IEC 60502-1,LSZH Cu armoured cable as per IEC 60502-1,Cu armoured cable,Cu cable
RFP_6069,300V 16C 1 sqmm Cu XLPE armoured cable as per BS 5308-1,300V Cu armoured cable as per BS 5308-1,Cu armoured cable,armoured cable
RFP_6070,FRLS 440V 19C 1 sqmm Cu XLPE armoured cable as per IS 694,19C XLPE armoured cable as per IS 694,XLPE cable as per IS 694,cable as per IS 694
