rfp_id,item_id,item_name,item_category,voltage_rating,conductor_material,core_count,size_sqmm,insulation_type,sheath_type,temperature_rating,fire_resistance,armouring,standards_required,mandatory_specs,tolerance_allowed,spec_text_raw
RFP_5722,ITEM_5722,Fire Survival 440V Mineral (MI) Copper 4C 6sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,4.0,6.0,Mineral (MI),HDPE,105C,Fire Survival,Yes,BS 6387,armouring;conductor_material;core_count,True,Fire Survival 440V 4C 6 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_5723,ITEM_5723,FRLS 440V PVC Copper 5C 50sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,5.0,50.0,PVC,LSZH,70C,FRLS,No,IS 694,conductor_material;insulation_type;size_sqmm;voltage_rating,False,FRLS 440V 5C 50 sqmm Cu PVC armoured cable as per IS 694
RFP_5724,ITEM_5724,FRLS 440V PVC Copper 4C 1.5sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,4.0,1.5,PVC,LSZH,70C,FRLS,No,IS 9968,armouring;conductor_material;core_count;sheath_type,False,FRLS 440V 4C 1.5 sqmm Cu PVC armoured cable as per IS 9968
RFP_5725,ITEM_5725,Fire Survival 1.1kV XLPE Copper 1C 1.5sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,1.0,1.5,XLPE,HDPE,90C,Fire Survival,No,BS 6387,conductor_material;sheath_type;size_sqmm,False,Fire Survival 1.1kV 1C 1.5 sqmm Cu XLPE armoured cable as per BS 6387
RFP_5726,ITEM_5726,ZH 500V PVC Copper 5C 1.5sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,5.0,1.5,PVC,PVC,70C,ZH,No,IEC 60245,temperature_rating,False,ZH 500V 5C 1.5 sqmm Cu PVC armoured cable as per IEC 60245
RFP_5727,ITEM_5727,ZH 500V PVC Copper 3C 50sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,3.0,50.0,PVC,PVC,70C,ZH,No,IS 694,sheath_type;standards_required,False,ZH 500V 3C 50 sqmm Cu PVC armoured cable as per IS 694
RFP_5728,ITEM_5728,ZH 33kV XLPE Copper 3C 120sqmm Armoured Power Cable,Power Cable,33kV,Copper,3.0,120.0,XLPE,LSZH,90C,ZH,Yes,IS 7098-2,core_count;insulation_type,False,ZH 33kV 3C 120 sqmm Cu XLPE armoured cable as per IS 7098-2
RFP_5729,ITEM_5729,FRLS 1.1kV XLPE Copper 2C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,2.0,2.5,XLPE,LSZH,90C,FRLS,No,BS 5308-1,fire_resistance;sheath_type;temperature_rating,False,FRLS 1.1kV 2C 2.5 sqmm Cu XLPE armoured cable as per BS 5308-1
RFP_5730,ITEM_5730,440V PVC Copper 16C 2.5sqmm Armoured Control Cable,Control Cable,440V,Copper,16.0,2.5,PVC,HDPE,70C,Non-FR,No,IS 1554,fire_resistance,True,440V 16C 2.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_5731,ITEM_5731,110kV XLPE Copper 1C 400sqmm Armoured Power Cable,Power Cable,110kV,Copper,1.0,400.0,XLPE,LSZH,90C,Non-FR,Yes,IEC 60840,core_count;fire_resistance;sheath_type;temperature_rating,False,110kV 1C 400 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_5732,ITEM_5732,Fire Survival 1.1kV Mineral (MI) Copper 1C 25sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,1.0,25.0,Mineral (MI),LSZH,105C,Fire Survival,No,IS 17048,armouring;insulation_type;standards_required,False,Fire Survival 1.1kV 1C 25 sqmm Cu Mineral (MI) armoured cable as per IS 17048
RFP_5733,ITEM_5733,1.1kV PVC Copper 10C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,10.0,1.0,PVC,LSZH,70C,Non-FR,Yes,IEC 60502-1,armouring;conductor_material;insulation_type;sheath_type,False,1.1kV 10C 1 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_5734,ITEM_5734,1.1kV PVC Copper 8C 1.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,8.0,1.5,PVC,PVC,70C,Non-FR,Yes,BS 5308,insulation_type,False,1.1kV 8C 1.5 sqmm Cu PVC armoured cable as per BS 5308
RFP_5735,ITEM_5735,LSZH 500V XLPE Copper 14C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,14.0,1.0,XLPE,LSZH,90C,LSZH,No,IEC 60502-1,conductor_material;standards_required;temperature_rating,False,LSZH 500V 14C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5736,ITEM_5736,FRLS 66kV XLPE Aluminium 1C 240sqmm Armoured Power Cable,Power Cable,66kV,Aluminium,1.0,240.0,XLPE,HDPE,90C,FRLS,Yes,IS 7098-3,insulation_type;sheath_type;temperature_rating;voltage_rating,True,FRLS 66kV 1C 240 sqmm Al XLPE armoured cable as per IS 7098-3
RFP_5737,ITEM_5737,Fire Survival 1.1kV Mineral (MI) Copper 4C 4sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,4.0,4.0,Mineral (MI),HDPE,105C,Fire Survival,No,IEC 60331,sheath_type;voltage_rating,False,Fire Survival 1.1kV 4C 4 sqmm Cu Mineral (MI) armoured cable as per IEC 60331
RFP_5738,ITEM_5738,FRLS 33kV XLPE Aluminium 1C 120sqmm Armoured Power Cable,Power Cable,33kV,Aluminium,1.0,120.0,XLPE,HDPE,90C,FRLS,No,IEC 60502-2,fire_resistance,False,FRLS 33kV 1C 120 sqmm Al XLPE armoured cable as per IEC 60502-2
RFP_5739,ITEM_5739,FRLS 1.1kV XLPE Copper 4C 1.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,4.0,1.5,XLPE,HDPE,90C,FRLS,No,IEC 60502-1,sheath_type,False,FRLS 1.1kV 4C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5740,ITEM_5740,FR 500V XLPE Copper 20C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,20.0,1.5,XLPE,HDPE,90C,FR,No,IEC 60502-1,size_sqmm,False,FR 500V 20C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5741,ITEM_5741,FR 1.1kV PVC Copper 16C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,16.0,4.0,PVC,LSZH,70C,FR,Yes,IEC 60502-1,fire_resistance;temperature_rating;voltage_rating,True,FR 1.1kV 16C 4 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_5742,ITEM_5742,1.1kV PVC Copper 20C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,20.0,0.75,PVC,PVC,70C,Non-FR,No,IEC 60502-1,voltage_rating,False,1.1kV 20C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_5743,ITEM_5743,440V XLPE Copper 6C 2.5sqmm Armoured Control Cable,Control Cable,440V,Copper,6.0,2.5,XLPE,LSZH,90C,Non-FR,Yes,IS 1554,armouring;conductor_material;standards_required,False,440V 6C 2.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_5744,ITEM_5744,ZH 440V PVC Copper 2C 2.5sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,2.0,2.5,PVC,PVC,70C,ZH,No,IS 9968,fire_resistance;standards_required,True,ZH 440V 2C 2.5 sqmm Cu PVC armoured cable as per IS 9968
RFP_5745,ITEM_5745,LSZH 22kV XLPE Copper 3C 300sqmm Armoured Power Cable,Power Cable,22kV,Copper,3.0,300.0,XLPE,LSZH,90C,LSZH,Yes,IEC 60502-2,core_count;insulation_type;size_sqmm;standards_required,False,LSZH 22kV 3C 300 sqmm Cu XLPE armoured cable as per IEC 60502-2
RFP_5746,ITEM_5746,LSZH 1.1kV XLPE Copper 7C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,7.0,4.0,XLPE,HDPE,90C,LSZH,Yes,IS 1554,standards_required,False,LSZH 1.1kV 7C 4 sqmm Cu XLPE armoured cable as per IS 1554
RFP_5747,ITEM_5747,LSZH 1.1kV XLPE Copper 2C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,2.0,4.0,XLPE,HDPE,90C,LSZH,No,IEC 60502-1,core_count;insulation_type;sheath_type;voltage_rating,False,LSZH 1.1kV 2C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5748,ITEM_5748,300V XLPE Copper 8C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,8.0,2.5,XLPE,HDPE,90C,Non-FR,Yes,IEC 60502-1,size_sqmm;standards_required,False,300V 8C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5749,ITEM_5749,FRLS 22kV XLPE Copper 1C 95sqmm Armoured Power Cable,Power Cable,22kV,Copper,1.0,95.0,XLPE,PVC,90C,FRLS,Yes,IS 7098-2,fire_resistance;insulation_type,False,FRLS 22kV 1C 95 sqmm Cu XLPE armoured cable as per IS 7098-2
RFP_5750,ITEM_5750,FR 440V PVC Copper 10C 4sqmm Armoured Control Cable,Control Cable,440V,Copper,10.0,4.0,PVC,LSZH,70C,FR,No,IS 1554,insulation_type;sheath_type;voltage_rating,False,FR 440V 10C 4 sqmm Cu PVC armoured cable as per IS 1554
RFP_5751,ITEM_5751,FR 500V PVC Copper 16C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,16.0,6.0,PVC,HDPE,70C,FR,Yes,IS 1554,conductor_material,False,FR 500V 16C 6 sqmm Cu PVC armoured cable as per IS 1554
RFP_5752,ITEM_5752,FR 440V XLPE Copper 10C 2.5sqmm Armoured Control Cable,Control Cable,440V,Copper,10.0,2.5,XLPE,PVC,90C,FR,No,IS 694,core_count;standards_required;temperature_rating,False,FR 440V 10C 2.5 sqmm Cu XLPE armoured cable as per IS 694
RFP_5753,ITEM_5753,1.1kV PVC Copper 2C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,2.0,4.0,PVC,LSZH,70C,Non-FR,No,IS 1554,core_count;fire_resistance;insulation_type;voltage_rating,False,1.1kV 2C 4 sqmm Cu PVC armoured cable as per IS 1554
RFP_5754,ITEM_5754,Fire Survival 440V Mineral (MI) Copper 1C 35sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,1.0,35.0,Mineral (MI),LSZH,105C,Fire Survival,Yes,BS 6387,armouring;conductor_material;sheath_type;voltage_rating,False,Fire Survival 440V 1C 35 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_5755,ITEM_5755,11kV XLPE Copper 1C 95sqmm Armoured Power Cable,Power Cable,11kV,Copper,1.0,95.0,XLPE,HDPE,90C,Non-FR,Yes,IEC 60502-1,armouring;conductor_material;size_sqmm;standards_required,False,11kV 1C 95 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5756,ITEM_5756,1.1kV PVC Copper 12C 1.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,12.0,1.5,PVC,HDPE,70C,Non-FR,No,BS 5308,conductor_material;core_count;insulation_type;sheath_type,True,1.1kV 12C 1.5 sqmm Cu PVC armoured cable as per BS 5308
RFP_5757,ITEM_5757,1.1kV PVC Copper 4C 50sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,4.0,50.0,PVC,PVC,70C,Non-FR,No,IS 9968,armouring,False,1.1kV 4C 50 sqmm Cu PVC armoured cable as per IS 9968
RFP_5758,ITEM_5758,FRLS 300V XLPE Copper 4C 0.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,4.0,0.5,XLPE,LSZH,90C,FRLS,No,IEC 60502-1,armouring;conductor_material,True,FRLS 300V 4C 0.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5759,ITEM_5759,FR 500V PVC Copper 30C 2.5sqmm Armoured Control Cable,Control Cable,500V,Copper,30.0,2.5,PVC,PVC,70C,FR,No,IS 1554,armouring,False,FR 500V 30C 2.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_5760,ITEM_5760,FR 500V PVC Copper 4C 35sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,4.0,35.0,PVC,PVC,70C,FR,No,IEC 60245,temperature_rating,False,FR 500V 4C 35 sqmm Cu PVC armoured cable as per IEC 60245
RFP_5761,ITEM_5761,LSZH 500V PVC Copper 8C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,8.0,1.0,PVC,HDPE,70C,LSZH,No,IS 1554,core_count;sheath_type;temperature_rating,True,LSZH 500V 8C 1 sqmm Cu PVC armoured cable as per IS 1554
RFP_5762,ITEM_5762,FRLS 500V PVC Copper 6C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,6.0,1.0,PVC,LSZH,70C,FRLS,No,IEC 60502-1,armouring;conductor_material;temperature_rating,False,FRLS 500V 6C 1 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_5763,ITEM_5763,FR 440V PVC Copper 3.5C 6sqmm Armoured Power Cable,Power Cable,440V,Copper,3.5,6.0,PVC,LSZH,70C,FR,No,IEC 60502-1,armouring;conductor_material;size_sqmm;standards_required,False,FR 440V 3.5C 6 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_5764,ITEM_5764,LSZH 300V PVC Copper 20C 0.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,20.0,0.5,PVC,LSZH,70C,LSZH,Yes,BS 5308-1,fire_resistance,True,LSZH 300V 20C 0.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_5765,ITEM_5765,3.3kV XLPE Aluminium 3C 240sqmm Armoured Power Cable,Power Cable,3.3kV,Aluminium,3.0,240.0,XLPE,LSZH,90C,Non-FR,No,IS 7098-1,voltage_rating,True,3.3kV 3C 240 sqmm Al XLPE armoured cable as per IS 7098-1
RFP_5766,ITEM_5766,FR 300V PVC Copper 12C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,12.0,1.5,PVC,LSZH,70C,FR,Yes,BS 5308-1,armouring;conductor_material;fire_resistance;voltage_rating,False,FR 300V 12C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_5767,ITEM_5767,440V XLPE Copper 4C 16sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,4.0,16.0,XLPE,PVC,90C,Non-FR,No,IEC 60245,sheath_type,False,440V 4C 16 sqmm Cu XLPE armoured cable as per IEC 60245
RFP_5768,ITEM_5768,ZH 110kV XLPE Copper 1C 185sqmm Armoured Power Cable,Power Cable,110kV,Copper,1.0,185.0,XLPE,HDPE,90C,ZH,Yes,IEC 60840,conductor_material;core_count;fire_resistance,True,ZH 110kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_5769,ITEM_5769,ZH 1.1kV PVC Copper 1C 10sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,1.0,10.0,PVC,LSZH,70C,ZH,No,IS 9968,voltage_rating,False,ZH 1.1kV 1C 10 sqmm Cu PVC armoured cable as per IS 9968
RFP_5770,ITEM_5770,FR 1.1kV XLPE Copper 10C 6sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,10.0,6.0,XLPE,PVC,90C,FR,No,BS 5308,fire_resistance,False,FR 1.1kV 10C 6 sqmm Cu XLPE armoured cable as per BS 5308
RFP_5771,ITEM_5771,FRLS 11kV EPR Aluminium 1C 400sqmm Armoured Power Cable,Power Cable,11kV,Aluminium,1.0,400.0,EPR,LSZH,90C,FRLS,Yes,IEC 60502-1,temperature_rating,True,FRLS 11kV 1C 400 sqmm Al EPR armoured cable as per IEC 60502-1
RFP_5772,ITEM_5772,500V PVC Copper 6C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,6.0,1.5,PVC,PVC,70C,Non-FR,No,IEC 60502-1,core_count,False,500V 6C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_5773,ITEM_5773,FR 66kV XLPE Aluminium 1C 300sqmm Armoured Power Cable,Power Cable,66kV,Aluminium,1.0,300.0,XLPE,LSZH,90C,FR,No,IS 7098-3,armouring,False,FR 66kV 1C 300 sqmm Al XLPE armoured cable as per IS 7098-3
RFP_5774,ITEM_5774,FRLS 300V PVC Copper 4C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,4.0,1.5,PVC,PVC,70C,FRLS,No,BS 5308-1,core_count;fire_resistance;insulation_type;voltage_rating,True,FRLS 300V 4C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_5775,ITEM_5775,FRLS 500V XLPE Copper 30C 4sqmm Armoured Control Cable,Control Cable,500V,Copper,30.0,4.0,XLPE,HDPE,90C,FRLS,No,IS 1554,insulation_type,False,FRLS 500V 30C 4 sqmm Cu XLPE armoured cable as per IS 1554
RFP_5776,ITEM_5776,FR 110kV XLPE Copper 1C 800sqmm Armoured Power Cable,Power Cable,110kV,Copper,1.0,800.0,XLPE,HDPE,90C,FR,Yes,IEC 60840,size_sqmm,False,FR 110kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_5777,ITEM_5777,440V PVC Copper 24C 1.5sqmm Armoured Control Cable,Control Cable,440V,Copper,24.0,1.5,PVC,PVC,70C,Non-FR,No,IS 1554,standards_required,False,440V 24C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_5778,ITEM_5778,1.1kV XLPE Copper 7C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,7.0,4.0,XLPE,LSZH,90C,Non-FR,Yes,IEC 60502-1,fire_resistance;temperature_rating,False,1.1kV 7C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5779,ITEM_5779,Fire Survival 1.1kV Mineral (MI) Copper 1C 10sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,1.0,10.0,Mineral (MI),LSZH,105C,Fire Survival,No,BS 6387,fire_resistance;standards_required,False,Fire Survival 1.1kV 1C 10 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_5780,ITEM_5780,LSZH 440V PVC Copper 2C 500sqmm Armoured Power Cable,Power Cable,440V,Copper,2.0,500.0,PVC,PVC,70C,LSZH,Yes,IS 694,insulation_type,False,LSZH 440V 2C 500 sqmm Cu PVC armoured cable as per IS 694
RFP_5781,ITEM_5781,Fire Survival 440V Mineral (MI) Copper 1C 2.5sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,1.0,2.5,Mineral (MI),HDPE,105C,Fire Survival,Yes,BS 6387,core_count,True,Fire Survival 440V 1C 2.5 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_5782,ITEM_5782,FR 1.1kV PVC Copper 24C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,24.0,2.5,PVC,LSZH,70C,FR,Yes,BS 5308-1,insulation_type,True,FR 1.1kV 24C 2.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_5783,ITEM_5783,FR 500V XLPE Copper 8C 4sqmm Armoured Control Cable,Control Cable,500V,Copper,8.0,4.0,XLPE,HDPE,90C,FR,No,IEC 60502-1,armouring;conductor_material;voltage_rating,False,FR 500V 8C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5784,ITEM_5784,Fire Survival 440V XLPE Copper 2C 120sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,2.0,120.0,XLPE,HDPE,90C,Fire Survival,No,BS 6387,fire_resistance;insulation_type;standards_required,False,Fire Survival 440V 2C 120 sqmm Cu XLPE armoured cable as per BS 6387
RFP_5785,ITEM_5785,LSZH 600V PVC Copper 2C 630sqmm Armoured Power Cable,Power Cable,600V,Copper,2.0,630.0,PVC,HDPE,70C,LSZH,Yes,IS 694,fire_resistance;sheath_type;standards_required,False,LSZH 600V 2C 630 sqmm Cu PVC armoured cable as per IS 694
RFP_5786,ITEM_5786,LSZH 1.1kV XLPE Copper 2C 0.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,2.0,0.5,XLPE,PVC,90C,LSZH,No,IS 1554,armouring;fire_resistance;standards_required;voltage_rating,False,LSZH 1.1kV 2C 0.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_5787,ITEM_5787,FRLS 33kV XLPE Copper 3C 120sqmm Armoured Power Cable,Power Cable,33kV,Copper,3.0,120.0,XLPE,PVC,90C,FRLS,No,IEC 60502-2,insulation_type;size_sqmm;standards_required,False,FRLS 33kV 3C 120 sqmm Cu XLPE armoured cable as per IEC 60502-2
RFP_5788,ITEM_5788,Fire Survival 440V XLPE Copper 3C 6sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,3.0,6.0,XLPE,HDPE,90C,Fire Survival,No,BS 6387,fire_resistance;size_sqmm;standards_required,False,Fire Survival 440V 3C 6 sqmm Cu XLPE armoured cable as per BS 6387
RFP_5789,ITEM_5789,FRLS 400kV XLPE Copper 1C 1000sqmm Armoured Power Cable,Power Cable,400kV,Copper,1.0,1000.0,XLPE,HDPE,90C,FRLS,Yes,IEC 62067,armouring;size_sqmm;standards_required,True,FRLS 400kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 62067
RFP_5790,ITEM_5790,Fire Survival 1.1kV XLPE Copper 4C 70sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,4.0,70.0,XLPE,HDPE,90C,Fire Survival,No,IS 17048,temperature_rating,False,Fire Survival 1.1kV 4C 70 sqmm Cu XLPE armoured cable as per IS 17048
RFP_5791,ITEM_5791,400kV XLPE Aluminium 1C 630sqmm Armoured Power Cable,Power Cable,400kV,Aluminium,1.0,630.0,XLPE,HDPE,90C,Non-FR,No,IEC 62067,sheath_type,True,400kV 1C 630 sqmm Al XLPE armoured cable as per IEC 62067
RFP_5792,ITEM_5792,FRLS 6.6kV EPR Copper 3C 50sqmm Armoured Power Cable,Power Cable,6.6kV,Copper,3.0,50.0,EPR,HDPE,90C,FRLS,No,IS 7098-1,fire_resistance;sheath_type;size_sqmm;standards_required,True,FRLS 6.6kV 3C 50 sqmm Cu EPR armoured cable as per IS 7098-1
RFP_5793,ITEM_5793,LSZH 11kV XLPE Aluminium 1C 120sqmm Armoured Power Cable,Power Cable,11kV,Aluminium,1.0,120.0,XLPE,PVC,90C,LSZH,Yes,IS 7098-1,armouring;fire_resistance,True,LSZH 11kV 1C 120 sqmm Al XLPE armoured cable as per IS 7098-1
RFP_5794,ITEM_5794,1.1kV PVC Copper 1C 0.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,1.0,0.5,PVC,PVC,70C,Non-FR,No,BS 5308-1,standards_required,True,1.1kV 1C 0.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_5795,ITEM_5795,FRLS 440V PVC Copper 5C 50sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,5.0,50.0,PVC,LSZH,70C,FRLS,No,IEC 60245,conductor_material;temperature_rating;voltage_rating,True,FRLS 440V 5C 50 sqmm Cu PVC armoured cable as per IEC 60245
RFP_5796,ITEM_5796,FRLS 22kV XLPE Aluminium 3C 120sqmm Armoured Power Cable,Power Cable,22kV,Aluminium,3.0,120.0,XLPE,PVC,90C,FRLS,No,IS 7098-2,armouring;sheath_type,False,FRLS 22kV 3C 120 sqmm Al XLPE armoured cable as per IS 7098-2
RFP_5797,ITEM_5797,500V PVC Copper 1C 0.75sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,1.0,0.75,PVC,LSZH,70C,Non-FR,No,IS 694,conductor_material;fire_resistance;voltage_rating,False,500V 1C 0.75 sqmm Cu PVC armoured cable as per IS 694
RFP_5798,ITEM_5798,FR 1.1kV XLPE Copper 14C 6sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,14.0,6.0,XLPE,PVC,90C,FR,No,IS 1554,sheath_type;standards_required,False,FR 1.1kV 14C 6 sqmm Cu XLPE armoured cable as per IS 1554
RFP_5799,ITEM_5799,FR 220kV XLPE Aluminium 1C 300sqmm Armoured Power Cable,Power Cable,220kV,Aluminium,1.0,300.0,XLPE,HDPE,90C,FR,Yes,IEC 62067,core_count;insulation_type,True,FR 220kV 1C 300 sqmm Al XLPE armoured cable as per IEC 62067
RFP_5800,ITEM_5800,FR 33kV XLPE Copper 3C 120sqmm Armoured Power Cable,Power Cable,33kV,Copper,3.0,120.0,XLPE,PVC,90C,FR,Yes,IS 7098-2,fire_resistance;temperature_rating,False,FR 33kV 3C 120 sqmm Cu XLPE armoured cable as per IS 7098-2
RFP_5801,ITEM_5801,FR 500V XLPE Copper 10C 2.5sqmm Armoured Control Cable,Control Cable,500V,Copper,10.0,2.5,XLPE,PVC,90C,FR,No,IEC 60502-1,conductor_material,True,FR 500V 10C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_5802,ITEM_5802,LSZH 500V PVC Copper 4C 10sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,4.0,10.0,PVC,LSZH,70C,LSZH,No,IEC 60245,core_count;insulation_type;standards_required,False,LSZH 500V 4C 10 sqmm Cu PVC armoured cable as per IEC 60245
RFP_5803,ITEM_5803,FR 300V XLPE Copper 20C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,20.0,1.5,XLPE,LSZH,90C,FR,Yes,BS 5308-1,conductor_material,False,FR 300V 20C 1.5 sqmm Cu XLPE armoured cable as per BS 5308-1
RFP_5804,ITEM_5804,FR 220kV XLPE Copper 1C 800sqmm Armoured Power Cable,Power Cable,220kV,Copper,1.0,800.0,XLPE,LSZH,90C,FR,Yes,IEC 62067,fire_resistance;sheath_type,True,FR 220kV 1C 800 sqmm Cu XLPE armoured cable as per IEC 62067
RFP_5805,ITEM_5805,FRLS 500V PVC Copper 19C 1.5sqmm Armoured Control Cable,Control Cable,500V,Copper,19.0,1.5,PVC,PVC,70C,FRLS,No,IS 1554,core_count;fire_resistance;insulation_type;temperature_rating,False,FRLS 500V 19C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_5806,ITEM_5806,FRLS 500V XLPE Copper 10C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,10.0,0.75,XLPE,PVC,90C,FRLS,No,BS 5308-1,size_sqmm;temperature_rating;voltage_rating,True,FRLS 500V 10C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1
RFP_5807,ITEM_5807,FR 1.1kV PVC Copper 30C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,30.0,4.0,PVC,LSZH,70C,FR,No,IS 1554,armouring;fire_resistance,True,FR 1.1kV 30C 4 sqmm Cu PVC armoured cable as per IS 1554
RFP_5808,ITEM_5808,FRLS 66kV XLPE Copper 1C 1000sqmm Armoured Power Cable,Power Cable,66kV,Copper,1.0,1000.0,XLPE,HDPE,90C,FRLS,Yes,IEC 60840,size_sqmm,False,FRLS 66kV 1C 1000 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_5809,ITEM_5809,LSZH 110kV XLPE Aluminium 1C 630sqmm Armoured Power Cable,Power Cable,110kV,Aluminium,1.0,630.0,XLPE,LSZH,90C,LSZH,No,IEC 60840,conductor_material;insulation_type;sheath_type;temperature_rating,False,LSZH 110kV 1C 630 sqmm Al XLPE armoured cable as per IEC 60840
RFP_5810,ITEM_5810,FR 440V XLPE Copper 3C 500sqmm Armoured Power Cable,Power Cable,440V,Copper,3.0,500.0,XLPE,LSZH,90C,FR,Yes,IS 694,conductor_material;core_count,False,FR 440V 3C 500 sqmm Cu XLPE armoured cable as per IS 694
